academic_term,academic_year,faculty_abbrev,faculty,subject_abbrev,subject,title,course_number_raw,course_credit_raw
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Brain Mechanisms of Movement in Health and Disease,6235,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Fundamentals of Neuroscience II: Circuits, Systems and Behaviour,6253,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Computer Programming for Experimental Psychology,6273,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Principles of Human Perception and Performance in Human-Computer Interactions/Same as Computer Science 6326 3.0,6315,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Foundations of Clinical Psychology: Biopsychosocial formulations,6421,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Practicum I,6430P,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Personality Assessment,6432,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Approaches to Psychotherapy: Advanced Study,6437,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Psychodiagnostics,6441P,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Principles of Neuropsychological Assessment,6450,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Graduate Diploma in Health Psychology - Seminar 1,6456,1.50
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Practicum III (Optional),6460P,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Practicum III (Optional),6460P,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Introduction to Qualitative Research,6474,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Personality,6510,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Social and Emotional Bases of Development,6610,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Readings,6710,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Applied Practicum I,6810A,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Applied Practicum II,6810B,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Applied Practicum III,6810C,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Research Practicum I,6820A,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Research Practicum II,6820B,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Research Practicum III,6820C,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Internship I,6840A,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Issues in CD Psychology: A Proseminar in Ethics, Practice and Research,6900,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Psychoeducational Assessment of Children and Adolescents,6910,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical and Diagnostic Assessment of Children and Adolescents,6920,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Developmental Interventions Practicum,6930P,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Clinical Developmental Interventions: Advanced Skills,6970,6.00
Fall/Winter,2024-2025,ED,Faculty of Education,RELS,Religious Studies,Teaching Religious Education in Catholic Schools in the IS Division Part B,4001,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Gods and Humans,1165,9.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Islamic Traditions,1845,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Buddhism and Asian Cultures,1855,9.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Introduction to World Religions,1865,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Christianity in Context,1875,9.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Asian Philosophical Traditions,2035,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Islamic Civilization, 622 - 1400,2790,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Greek and Roman Religion,3105,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Contemporary Women's Rituals: An Introduction,3519,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,A Cultural History of Satan: Personified Evil in Early Judaism and in Christianity,3795,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Theories in the Study of Religion,3804,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Sacred Space and Ritual Practices in Islam,3818,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Jerusalem: Holy City, Bloody City,3843,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Science and Religion in Modern Western Culture,3975,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,The Death of God: Atheism and Modernity in the West,4178,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Living Confucianism: Confucian Philosophy and Practice in Traditional and Contemporary East Asia,4430,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Church, Mosque and Synagogue: Jews, Muslims and Christians in Medieval Spain,4803,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,The Qur'an and its Interpreters,4814,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,RLST,Religious Studies,Women in Islamic Literatures,4816,3.00
Fall/Winter,2024-2025,ED,Faculty of Education,SCIE,Science,Teaching Science (General) in the Intermediate-Senior Divisions - A,4000,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SELA,Securities Law - Theoretical Approaches,Securities Law - Theoretical Approaches,6119,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,SENE,Seneca,Techniques in Analytical Chemistry,2081,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,SENE,Seneca,Chemical Instrumentation,2083,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,SENE,Seneca,Environmental Impact of Industrial Processes,3072,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,SENE,Seneca,Pharmaceutical Product Formulations,3074,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,SENE,Seneca,Pharmaceutical Analysis - Advanced,3084,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,SGMT,Strategic Management,Strategic Management,3000,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,SGMT,Strategic Management,International Business Simulation,4350,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,SGMT,Strategic Management,Guided Study - Selected Problems in Strategic Management,4900,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,SGMT,Strategic Management,Strategic Management in the Digital Era,6010,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,SGMT,Strategic Management,Economic Foundations of Strategy,6130,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,SGMT,Strategic Management,Strategic Capability Development,6700,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,SGMT,Strategic Management,Individual Study: Selected Problems in Strategic Management,6900,1.50
Fall/Winter,2024-2025,SB,Schulich School of Business,SGMT,Strategic Management,Restructuring and Turnaround Management,6970,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,SGMT,Strategic Management,Strategic Management: Independent Study,7900,3.00
Fall/Winter,2024-2025,ED,Faculty of Education,SLGS,Sign Language Studies,American Sign Language 2,3525,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SLST,Socio-Legal Studies,Law and Social Theory,6000,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SLST,Socio-Legal Studies,Socio-Legal Issues Regarding Hate Crime and Hate Speech,6013,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SLST,Socio-Legal Studies,Law, Crime and Exclusion,6040,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SLST,Socio-Legal Studies,The Political Economy of Work and Welfare,6070,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Introduction to Sociology,1010,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociological Research Methods,2030,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Social Structure and Social Change,2050,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Power and Everyday Life,2080,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,Deviant Behaviour and Social Control,2520,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,Educational Organizations,2618,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,Indigenous Peoples of Canada,2630,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,Social Movements and Contentious Politics in a Global Context,2652,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,La Famille,2685,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Social Statistics I,3030,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Advanced Sociological Theory,3040,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,Fraudsters, Gangsters and Killers: Power, Law and Criminal Justice,3217,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Social Movements,3355,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Ethnicity, Power and Identity,3430,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Organizations, Work and Society,3480,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociology of Education,3630,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,Global Sociology,3644,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociology of Religion,3650,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Families and Social Change,3660,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,Logic of Social Inquiry: Qualitative Methods,3680,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,The Logic of Social Inquiry: Quantitative Methods (Data Collection and Analysis),3690,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,Théories de la société,3692,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Environmental Sociology,3710,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Women, Work and Family,3860,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociology Research Capstone,4000,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Independent Study,4030,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociology of Human Reproduction,4072,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Family and Intimate Relations,4345,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Immigrant Youth In Canada - Settlement & Integration,4370,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Sociology of Poverty,4410,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Human Displacement and Refugees in a Global Context,4430,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Bodies, Genders and Sexualities,4470,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,Sociology of Masculinities: From Iron John to Buck Angel,4605,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,International Perspectives on Race and Racism,4642,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,The Social Self,4670,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOCI,Sociology,Childhood and Violence,4830,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOCI,Sociology,Professional Work Placement / Placement en milieu de travail,4975,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Independent Reading Course,5900,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Masters Seminar,5995,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Doctoral Seminar II:  Professional Development Workshop Series,6002,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Selected Topics In Empirical Methods,6090,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Sex and Gender in Social Theory,6180,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Indigenous Theory,6204,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Critical Sexuality,6535,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Violence, Identity and Subjectivity,6542,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Political Sociology,6675,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Critical Social Policy Analysis,6684,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Race and Ethnicity,6760,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Colonialism, Race and the Law:  Sociological Implications,6893,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Independent Reading Course,6900,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,SOCI,Sociology,Independent Reading Course,6900A,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to Social Science,1000,9.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to Social Science (ESL),1009,9.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Power & Society: Critical issues in Social Justice,1040,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Climate Change and Society,1142,9.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to Business and Society,1340,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to the Social Economy,1341,9.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Gender and the Law,1350,9.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to International Development Studies,1430,9.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOSC,Social Science,Introduction aux études des femmes et de genre,1502,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Markets and Democracy,1520,9.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOSC,Social Science,Becoming a Scholar: Glendon and You,1630,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,SOSC,Social Science,Introduction to Academic Research in the Humanities and Social Sciences,1635,3.00
